,基金代码,拼音缩写,基金简称,基金类型,拼音全称
1409,001856,YFDHBZTHH,易方达环保主题混合,混合型,YIFANGDAHUANBAOZHUTIHUNHE
1410,001857,YFDXDFWYHH,易方达现代服务业混合,混合型,YIFANGDAXIANDAIFUWUYEHUNHE
1411,001858,JXXLLHPZHH,建信鑫利灵活配置混合,混合型,JIANXINXINLILINGHUOPEIZHIHUNHE
1412,001859,DMZZ18GYKFZQA,大摩增值18个月开放债券A,定开债券,DAMOZENGZHI18GEYUEKAIFANGZHAIQUANA
1413,001860,DMZZ18GYKFZQC,大摩增值18个月开放债券C,定开债券,DAMOZENGZHI18GEYUEKAIFANGZHAIQUANC
1414,001861,FADJKRSHH,富安达健康人生混合,混合型,FUANDAJIANKANGRENSHENGHUNHE
1415,001862,DFHSYZQZQA,东方红收益增强债券A,债券型,DONGFANGHONGSHOUYIZENGQIANGZHAIQUANA
1416,001863,DFHSYZQZQC,东方红收益增强债券C,债券型,DONGFANGHONGSHOUYIZENGQIANGZHAIQUANC
1417,001864,ZHMLCSJHH,中海魅力长三角混合,混合型,ZHONGHAIMEILICHANGSANJIAOHUNHE
1418,001865,QHKYSJQDHHC,前海开源事件驱动混合C,混合型,QIANHAIKAIYUANSHIJIANQUDONGHUNHEC
1419,001866,BXRFXCZ,北信瑞丰新成长,混合型,BEIXINRUIFENGXINCHENGZHANG
1420,001867,NAJXBHBD,诺安聚鑫宝货币D,货币型,NUOANJUXINBAOHUOBID
1421,001868,ZSCYZQC,招商产业债券C,债券型,ZHAOSHANGCHANYEZHAIQUANC
1422,001869,ZSZZYHHA,招商制造业混合A,混合型,ZHAOSHANGZHIZAOYEHUNHEA
1423,001870,QHKYHBA,前海开源货币A,货币型,QIANHAIKAIYUANHUOBIA
1424,001871,QHKYHBB,前海开源货币B,货币型,QIANHAIKAIYUANHUOBIB
1425,001874,QHKYHGSJZJXHH,前海开源沪港深价值精选混合,混合型,QIANHAIKAIYUANHUGANGSHENJIAZHIJINGXUANHUNHE
1426,001875,QHKYHGSYSJXHHA,前海开源沪港深优势精选混合A,混合型,QIANHAIKAIYUANHUGANGSHENYOUSHIJINGXUANHUNHEA
1427,001876,PHQQGSYZMYXH,鹏华全球高收益债美元现汇,QDII,PENGHUAQUANQIUGAOSHOUYIZHAIMEIYUANXIANHUI
1428,001877,BYGJAQHGSGP,宝盈国家安全沪港深股票,股票型,BAOYINGGUOJIAANQUANHUGANGSHENGUPIAO
1429,001878,JSHGSJXGP,嘉实沪港深精选股票,股票型,JIASHIHUGANGSHENJINGXUANGUPIAO
1430,001879,CCCYBZSZQA,长城创业板指数增强A,股票指数,CHANGCHENGCHUANGYEBANZHISHUZENGQIANGA
1431,001880,CCZGZZLHPZHHA,长城中国智造灵活配置混合A,混合型,CHANGCHENGZHONGGUOZHIZAOLINGHUOPEIZHIHUNHEA
1432,001881,ZOXQSHHE,中欧新趋势混合E,混合型,ZHONGOUXINQUSHIHUNHEE
1433,001882,ZOJZFXHHE,中欧价值发现混合E,混合型,ZHONGOUJIAZHIFAXIANHUNHEE
1434,001883,ZOXDLHHLOFE,中欧新动力混合(LOF)E,混合型,ZHONGOUXINDONGLIHUNHELOFE
1435,001884,ZOHTJXHHE,中欧互通精选混合E,混合型,ZHONGOUHUTONGJINGXUANHUNHEE
1436,001885,ZOXLCHHE,中欧新蓝筹混合E,混合型,ZHONGOUXINLANCHOUHUNHEE
1437,001886,ZOHYCZHHLOFE,中欧行业成长混合(LOF)E,混合型,ZHONGOUHANGYECHENGZHANGHUNHELOFE
1438,001887,ZOJZZXHHE,中欧价值智选混合E,混合型,ZHONGOUJIAZHIZHIXUANHUNHEE
1439,001888,ZOSSCZHHLOFE,中欧盛世成长混合(LOF)E,混合型,ZHONGOUSHENGSHICHENGZHANGHUNHELOFE
1440,001889,ZOZQHBZQLOFE,中欧增强回报债券(LOF)E,债券型,ZHONGOUZENGQIANGHUIBAOZHAIQUANLOFE
1441,001890,ZOJXDQKFHHE,中欧精选定期开放混合E,混合型,ZHONGOUJINGXUANDINGQIKAIFANGHUNHEE
1442,001891,ZOCZYXHHE,中欧成长优选混合E,混合型,ZHONGOUCHENGZHANGYOUXUANHUNHEE
1443,001892,CSXXCZHH,长盛新兴成长混合,混合型,CHANGSHENGXINXINGCHENGZHANGHUNHE
1444,001893,HBXJTYB,华宝现金添益B,货币型,HUABAOXIANJINTIANYIB
1445,001894,TDHLHQYHBA,泰达宏利活期友货币A,货币型,TAIDAHONGLIHUOQIYOUHUOBIA
1446,001895,TDHLHQYHBB,泰达宏利活期友货币B,货币型,TAIDAHONGLIHUOQIYOUHUOBIB
1447,001897,JTJSLHXFHHA,九泰久盛量化先锋混合A,混合型,JIUTAIJIUSHENGLIANGHUAXIANFENGHUNHEA
1448,001898,YFDDJKHH,易方达大健康混合,混合型,YIFANGDADAJIANKANGHUNHE
1449,001899,DHSHAQ,东海社会安全,股票指数,DONGHAISHEHUIANQUAN
1450,001900,NAJXJZHH,诺安精选价值混合,混合型,NUOANJINGXUANJIAZHIHUNHE
1451,001901,QHKYHGSLXHHA,前海开源沪港深隆鑫混合A,混合型,QIANHAIKAIYUANHUGANGSHENLONGXINHUNHEA
1452,001902,QHKYHGSLXHHC,前海开源沪港深隆鑫混合C,混合型,QIANHAIKAIYUANHUGANGSHENLONGXINHUNHEC
1453,001903,GDXXHHA,光大欣鑫混合A,混合型,GUANGDAXINXINHUNHEA
1454,001904,GDXXHHC,光大欣鑫混合C,混合型,GUANGDAXINXINHUNHEC
1455,001905,HAAYLHPZHHA,华安安益灵活配置混合A,混合型,HUAANANYILINGHUOPEIZHIHUNHEA
1456,001906,DFH6GYDKZ,东方红6个月定开债,定开债券,DONGFANGHONG6GEYUEDINGKAIZHAI
1457,001907,GTRYJXLHPZHHA,国投瑞银境煊灵活配置混合A,混合型,GUOTOURUIYINJINGXUANLINGHUOPEIZHIHUNHEA
1458,001908,GTRYJXLHPZHHC,国投瑞银境煊灵活配置混合C,混合型,GUOTOURUIYINJINGXUANLINGHUOPEIZHIHUNHEC
1459,001909,CJHXHBA,创金合信货币A,货币型,CHUANGJINHEXINHUOBIA
1460,001910,TKXJYHH,泰康新机遇混合,混合型,TAIKANGXINJIYUHUNHE
1461,001911,BSYHCZZQ,博时裕恒纯债债券,债券型,BOSHIYUHENGCHUNZHAIZHAIQUAN
1462,001914,ZXJTJLHHA,中信建投聚利混合A,混合型,ZHONGXINJIANTOUJULIHUNHEA
1463,001915,BYYLJKHGSGP,宝盈医疗健康沪港深股票,股票型,BAOYINGYILIAOJIANKANGHUGANGSHENGUPIAO
1464,001916,XWTBA,新沃通宝A,货币型,XINWOTONGBAOA
1465,001917,ZSLHJXGPA,招商量化精选股票A,股票型,ZHAOSHANGLIANGHUAJINGXUANGUPIAOA
1466,001918,YXYFXLA,圆信永丰兴利A,债券型,YUANXINYONGFENGXINGLIA
1467,001919,YXYFXLC,圆信永丰兴利C,债券型,YUANXINYONGFENGXINGLIC
1468,001922,GTDCLSYHH,国泰多策略收益混合,混合型,GUOTAIDUOCELUESHOUYIHUNHE
1469,001924,HXGQGGHH,华夏国企改革混合,混合型,HUAXIAGUOQIGAIGEHUNHE
1470,001925,XYXTYHBA,兴业鑫天盈货币A,货币型,XINGYEXINTIANYINGHUOBIA
1471,001926,XYXTYHBB,兴业鑫天盈货币B,货币型,XINGYEXINTIANYINGHUOBIB
1472,001927,HXXFSJLHPZHHA,华夏消费升级灵活配置混合A,混合型,HUAXIAXIAOFEISHENGJILINGHUOPEIZHIHUNHEA
1473,001928,HXXFSJLHPZHHC,华夏消费升级灵活配置混合C,混合型,HUAXIAXIAOFEISHENGJILINGHUOPEIZHIHUNHEC
1474,001929,HXSYBHBA,华夏收益宝货币A,货币型,HUAXIASHOUYIBAOHUOBIA
1475,001930,HXSYBHBB,华夏收益宝货币B,货币型,HUAXIASHOUYIBAOHUOBIB
1476,001931,GSABXQBHBA,国寿安保鑫钱包货币A,货币型,GUOSHOUANBAOXINQIANBAOHUOBIA
1477,001932,GSABLHYXHH,国寿安保灵活优选混合,混合型,GUOSHOUANBAOLINGHUOYOUXUANHUNHE
1478,001933,HSXXHLHH,华商新兴活力混合,混合型,HUASHANGXINXINGHUOLIHUNHE
1479,001937,XYXJZLHB,兴银现金增利货币,货币型,XINGYINXIANJINZENGLIHUOBI
1480,001938,ZOSDXFGPA,中欧时代先锋股票A,股票型,ZHONGOUSHIDAIXIANFENGGUPIAOA
1481,001939,GDRXHHA,光大睿鑫混合A,混合型,GUANGDARUIXINHUNHEA
1482,001940,NYXDNYJ,农银现代农业加,混合型,NONGYINXIANDAINONGYEJIA
1483,001941,RTTYDRZQB,融通通源短融债券B,债券型,RONGTONGTONGYUANDUANRONGZHAIQUANB
1484,001942,QHKYHGSHXHHA,前海开源沪港深汇鑫混合A,混合型,QIANHAIKAIYUANHUGANGSHENHUIXINHUNHEA
1485,001943,QHKYHGSHXHHC,前海开源沪港深汇鑫混合C,混合型,QIANHAIKAIYUANHUGANGSHENHUIXINHUNHEC
1486,001945,DFHXYZZQA,东方红信用债债券A,债券型,DONGFANGHONGXINYONGZHAIZHAIQUANA
1487,001946,DFHXYZZQC,东方红信用债债券C,债券型,DONGFANGHONGXINYONGZHAIZHAIQUANC
1488,001947,STMGAXHBA,上投摩根安鑫回报A,混合型,SHANGTOUMOGENANXINHUIBAOA
1489,001948,JXWDFLZQA,建信稳定丰利债券A,债券型,JIANXINWENDINGFENGLIZHAIQUANA
1490,001949,JXWDFLZQC,建信稳定丰利债券C,债券型,JIANXINWENDINGFENGLIZHAIQUANC
1491,001950,PHFTDKZB,鹏华丰泰定开债B,定开债券,PENGHUAFENGTAIDINGKAIZHAIB
1492,001951,JYGGHLHH,金鹰改革红利混合,混合型,JINYINGGAIGEHONGLIHUNHE
1493,001955,ZOYLCYHHA,中欧养老产业混合A,混合型,ZHONGOUYANGLAOCHANYEHUNHEA
1494,001956,GLAKJDL,国联安科技动力,股票型,GUOLIANANKEJIDONGLI
1495,001957,JHPTZQA,嘉合磐通债券A,债券型,JIAHEPANTONGZHAIQUANA
1496,001958,JHPTZQC,嘉合磐通债券C,债券型,JIAHEPANTONGZHAIQUANC
1497,001959,HSLXHLLHPZHH,华商乐享互联灵活配置混合,混合型,HUASHANGLEXIANGHULIANLINGHUOPEIZHIHUNHE
1498,001960,XYRY,兴银瑞益,债券型,XINGYINRUIYI
1499,001961,BSYRCZZQ,博时裕荣纯债债券,债券型,BOSHIYURONGCHUNZHAIZHAIQUAN
1500,001963,ZOTXZQ,中欧天禧债券,债券型,ZHONGOUTIANXIZHAIQUAN
1501,001964,NATXYNDKZC,诺安泰鑫一年定开债C,定开债券,NUOANTAIXINYINIANDINGKAIZHAIC
1502,001965,YXYFXYLHPZHHA,圆信永丰兴源灵活配置混合A,混合型,YUANXINYONGFENGXINGYUANLINGHUOPEIZHIHUNHEA
1503,001966,YXYFXYLHPZHHC,圆信永丰兴源灵活配置混合C,混合型,YUANXINYONGFENGXINGYUANLINGHUOPEIZHIHUNHEC
1504,001967,HBZXSJHH,华宝转型升级混合,混合型,HUABAOZHUANXINGSHENGJIHUNHE
1505,001968,GDZYBNDKZA,光大尊盈半年定开债A,定开债券,GUANGDAZUNYINGBANNIANDINGKAIZHAIA
1506,001969,GDZYBNDKZC,光大尊盈半年定开债C,定开债券,GUANGDAZUNYINGBANNIANDINGKAIZHAIC
1507,001970,TXXXLHPZHHA,泰信鑫选灵活配置混合A,混合型,TAIXINXINXUANLINGHUOPEIZHIHUNHEA
1508,001972,QHKYHGSZHSHHH,前海开源沪港深智慧生活混合,混合型,QIANHAIKAIYUANHUGANGSHENZHIHUISHENGHUOHUNHE
1509,001973,GDYQBHBA,光大耀钱包货币A,货币型,GUANGDAYAOQIANBAOHUOBIA
1510,001974,JSCCLHXDLGP,景顺长城量化新动力股票,股票型,JINGSHUNCHANGCHENGLIANGHUAXINDONGLIGUPIAO
1511,001975,JSCCHBYSGP,景顺长城环保优势股票,股票型,JINGSHUNCHANGCHENGHUANBAOYOUSHIGUPIAO
1512,001976,HFTYNDKZC,海富通一年定开债C,定开债券,HAIFUTONGYINIANDINGKAIZHAIC
1513,001978,TXHLWHH,泰信互联网+混合,混合型,TAIXINHULIANWANGHUNHE
1514,001980,ZOLHQDHH,中欧量化驱动混合,混合型,ZHONGOULIANGHUAQUDONGHUNHE
1515,001981,FGSYBJYXHBA,富国收益宝交易型货币A,货币型,FUGUOSHOUYIBAOJIAOYIXINGHUOBIA
1516,001982,FGSYBJYXHBB,富国收益宝交易型货币B,货币型,FUGUOSHOUYIBAOJIAOYIXINGHUOBIB
1517,001983,ZYDTPZHH,中邮低碳配置混合,混合型,ZHONGYOUDITANPEIZHIHUNHE
1518,001984,STMGZGSWYYQDII,上投摩根中国生物医药(QDII),QDII,SHANGTOUMOGENZHONGGUOSHENGWUYIYAOQDII
1519,001985,FGDTXJJHHA,富国低碳新经济混合A,混合型,FUGUODITANXINJINGJIHUNHEA
1520,001986,QHKYRGZNZTHH,前海开源人工智能主题混合,混合型,QIANHAIKAIYUANRENGONGZHINENGZHUTIHUNHE
1521,001987,DFJYBHB,东方金元宝货币,货币型,DONGFANGJINYUANBAOHUOBI
1522,001988,NFCYA,南方纯元A,债券型,NANFANGCHUNYUANA
1523,001989,NFCYC,南方纯元C,债券型,NANFANGCHUNYUANC
1524,001990,ZOSJWJHHA,中欧数据挖掘混合A,混合型,ZHONGOUSHUJUWAJUEHUNHEA
1525,001991,NYTTLHBA,农银天天利货币A,货币型,NONGYINTIANTIANLIHUOBIA
1526,001992,NYTTLHBB,农银天天利货币B,货币型,NONGYINTIANTIANLIHUOBIB
1527,001993,BSYTCZZQ,博时裕泰纯债债券,债券型,BOSHIYUTAICHUNZHAIZHAIQUAN
1528,001994,HANNHZQC,华安年年红债券C,定开债券,HUAANNIANNIANHONGZHAIQUANC
1529,001997,GYXQSLHPZHHC,工银新趋势灵活配置混合C,混合型,GONGYINXINQUSHILINGHUOPEIZHIHUNHEC
1530,001998,GYXJDHHC,工银新焦点混合C,混合型,GONGYINXINJIAODIANHUNHEC
1531,002000,GYXSLHH,工银新生利混合,混合型,GONGYINXINSHENGLIHUNHE
1532,002001,HXHBHHA,华夏回报混合A,混合型,HUAXIAHUIBAOHUNHEA
1533,002002,HXHBHHA,华夏回报混合A(后端),混合型,HUAXIAHUIBAOHUNHEA
1534,002003,GYXJYLHPZHHA,工银新机遇灵活配置混合A,混合型,GONGYINXINJIYULINGHUOPEIZHIHUNHEA
1535,002004,GYXJYLHPZHHC,工银新机遇灵活配置混合C,混合型,GONGYINXINJIYULINGHUOPEIZHIHUNHEC
1536,002005,GYXDLHH,工银新得利混合,混合型,GONGYINXINDELIHUNHE
1537,002006,GYXDYHH,工银新得益混合,混合型,GONGYINXINDEYIHUNHE
1538,002009,ZOJTLHPZHHA,中欧瑾通灵活配置混合A,混合型,ZHONGOUJINTONGLINGHUOPEIZHIHUNHEA
1539,002010,ZOJTLHPZHHC,中欧瑾通灵活配置混合C,混合型,ZHONGOUJINTONGLINGHUOPEIZHIHUNHEC
1540,002011,HXHLHH,华夏红利混合,混合型,HUAXIAHONGLIHUNHE
1541,002012,HXHLHH,华夏红利混合(后端),混合型,HUAXIAHONGLIHUNHE
1542,002015,NFRGA,南方荣光A,混合型,NANFANGRONGGUANGA
1543,002016,NFRGC,南方荣光C,混合型,NANFANGRONGGUANGC
1544,002017,ZSRFLHPZHHFQSC,招商瑞丰灵活配置混合发起式C,混合型,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIC
1545,002018,PHHAHHA,鹏华弘安混合A,混合型,PENGHUAHONGANHUNHEA
1546,002019,PHHAHHC,鹏华弘安混合C,混合型,PENGHUAHONGANHUNHEC
1547,002020,GDCXQD,国都创新驱动,混合型,GUODUCHUANGXINQUDONG
1548,002021,HXHBEHHH,华夏回报二号混合,混合型,HUAXIAHUIBAOERHAOHUNHE
1549,002023,HTHTWJHBA,红塔红土稳健回报A,混合型,HONGTAHONGTUWENJIANHUIBAOA
1550,002024,HTHTWJHBC,红塔红土稳健回报C,混合型,HONGTAHONGTUWENJIANHUIBAOC
1551,002025,GFJSHHA,广发聚盛混合A,混合型,GUANGFAJUSHENGHUNHEA
1552,002026,GFJSHHC,广发聚盛混合C,混合型,GUANGFAJUSHENGHUNHEC
1553,002027,ZJXXHHA,中加心享混合A,混合型,ZHONGJIAXINXIANGHUNHEA
1554,002028,JTTBLHPZHHC,九泰天宝灵活配置混合C,混合型,JIUTAITIANBAOLINGHUOPEIZHIHUNHEC
1555,002029,AXDTCLHHC,安信动态策略混合C,混合型,ANXINDONGTAICELUEHUNHEC
1556,002030,XCXXHHB,信诚新选混合B,混合型,XINCHENGXINXUANHUNHEB
1557,002031,HXCLHH,华夏策略混合,混合型,HUAXIACELUEHUNHE
1558,002035,AXPWZZHHFQC,安信平稳增长混合发起C,混合型,ANXINPINGWENZENGZHANGHUNHEFAQIC
1559,002036,AXYSZZHHC,安信优势增长混合C,混合型,ANXINYOUSHIZENGZHANGHUNHEC
1560,002043,TZYJQDHHC,天治研究驱动混合C,混合型,TIANZHIYANJIUQUDONGHUNHEC
1561,002046,XCXRHHB,信诚新锐混合B,混合型,XINCHENGXINRUIHUNHEB
1562,002048,BSAY18GYDKZ,博时安誉18个月定开债,定开债券,BOSHIANYU18GEYUEDINGKAIZHAI
1563,002049,RTXJYLHPZHH,融通新机遇灵活配置混合,混合型,RONGTONGXINJIYULINGHUOPEIZHIHUNHE
1564,002050,RTXJYLHPZHH,融通新机遇灵活配置混合(后端),混合型,RONGTONGXINJIYULINGHUOPEIZHIHUNHE
1565,002051,NACXQDHHC,诺安创新驱动混合C,混合型,NUOANCHUANGXINQUDONGHUNHEC
1566,002052,NAWJHBLHPZHHC,诺安稳健回报灵活配置混合C,混合型,NUOANWENJIANHUIBAOLINGHUOPEIZHIHUNHEC
1567,002053,NAYSHYHHC,诺安优势行业混合C,混合型,NUOANYOUSHIHANGYEHUNHEC
1568,002054,ZYXCFHHA,中银新财富混合A,混合型,ZHONGYINXINCAIFUHUNHEA
1569,002055,GTXYLHPZHHC,国泰兴益灵活配置混合C,混合型,GUOTAIXINGYILINGHUOPEIZHIHUNHEC
1570,002056,ZYXCFHHC,中银新财富混合C,混合型,ZHONGYINXINCAIFUHUNHEC
1571,002057,ZYXJYHHA,中银新机遇混合A,混合型,ZHONGYINXINJIYUHUNHEA
1572,002058,ZYXJYHHC,中银新机遇混合C,混合型,ZHONGYINXINJIYUHUNHEC
1573,002059,GTNYLHPZHHC,国泰浓益灵活配置混合C,混合型,GUOTAINONGYILINGHUOPEIZHIHUNHEC
1574,002060,DFXCLLHPZHHC,东方新策略灵活配置混合C,混合型,DONGFANGXINCELUELINGHUOPEIZHIHUNHEC
1575,002061,GTAKDQZFHHC,国泰安康定期支付混合C,混合型,GUOTAIANKANGDINGQIZHIFUHUNHEC
1576,002062,GTGCQDLHPZHHC,国泰国策驱动灵活配置混合C,混合型,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEC
1577,002063,GTHS300ZSZQC,国泰沪深300指数增强C,股票指数,GUOTAIHUSHEN300ZHISHUZENGQIANGC
1578,002064,HFCYSJLHPZHH,华富产业升级灵活配置混合,混合型,HUAFUCHANYESHENGJILINGHUOPEIZHIHUNHE
1579,002065,JSCCJSSXSYZQA,景顺长城景盛双息收益债券A,债券型,JINGSHUNCHANGCHENGJINGSHENGSHUANGXISHOUYIZHAIQUANA
1580,002066,JSCCJSSXSYZQC,景顺长城景盛双息收益债券C,债券型,JINGSHUNCHANGCHENGJINGSHENGSHUANGXISHOUYIZHAIQUANC
1581,002067,NAJXHBHH,诺安精选回报混合,混合型,NUOANJINGXUANHUIBAOHUNHE
1582,002068,DFDCLLHPZHHC,东方多策略灵活配置混合C,混合型,DONGFANGDUOCELUELINGHUOPEIZHIHUNHEC
1583,002071,CACYJXHHC,长安产业精选混合C,混合型,CHANGANCHANYEJINGXUANHUNHEC
1584,002072,CAXLYXHHC,长安鑫利优选混合C,混合型,CHANGANXINLIYOUXUANHUNHEC
1585,002073,YXYFXRA,圆信永丰兴融A,债券型,YUANXINYONGFENGXINGRONGA
1586,002074,YXYFXRC,圆信永丰兴融C,债券型,YUANXINYONGFENGXINGRONGC
1587,002075,GDRXHHC,光大睿鑫混合C,混合型,GUANGDARUIXINHUNHEC
1588,002076,ZSZZ500ZSZQA,浙商中证500指数增强A,股票指数,ZHESHANGZHONGZHENG500ZHISHUZENGQIANGA
1589,002077,ZSRTLA,浙商日添利A,货币型,ZHESHANGRITIANLIA
1590,002078,ZSRTLB,浙商日添利B,货币型,ZHESHANGRITIANLIB
1591,002079,QHKYZGXQZCHHC,前海开源中国稀缺资产混合C,混合型,QIANHAIKAIYUANZHONGGUOXIQUEZICHANHUNHEC
1592,002080,QHKYYDYLHHC,前海开源一带一路混合C,混合型,QIANHAIKAIYUANYIDAIYILUHUNHEC
1593,002082,HTBRJLDLHHC,华泰柏瑞激励动力混合C,混合型,HUATAIBAIRUIJILIDONGLIHUNHEC
1594,002083,XHXDLLHPZHHA,新华鑫动力灵活配置混合A,混合型,XINHUAXINDONGLILINGHUOPEIZHIHUNHEA
1595,002084,XHXDLLHPZHHC,新华鑫动力灵活配置混合C,混合型,XINHUAXINDONGLILINGHUOPEIZHIHUNHEC
1596,002085,CSHLWHH,长盛互联网+混合,混合型,CHANGSHENGHULIANWANGHUNHE
1597,002086,DCJADRZQE,大成景安短融债券E,债券型,DACHENGJINGANDUANRONGZHAIQUANE
1598,002087,GFXJYHHA,国富新机遇混合A,混合型,GUOFUXINJIYUHUNHEA
1599,002088,GFXJYHHC,国富新机遇混合C,混合型,GUOFUXINJIYUHUNHEC
1600,002091,HTBRXLHHC,华泰柏瑞新利混合C,混合型,HUATAIBAIRUIXINLIHUNHEC
1601,002095,BSXSYA,博时新收益A,混合型,BOSHIXINSHOUYIA
1602,002096,BSXSYC,博时新收益C,混合型,BOSHIXINSHOUYIC
1603,002101,CJHXZZJXZQA,创金合信转债精选债券A,债券型,CHUANGJINHEXINZHUANZHAIJINGXUANZHAIQUANA
1604,002102,CJHXZZJXZQC,创金合信转债精选债券C,债券型,CHUANGJINHEXINZHUANZHAIJINGXUANZHAIQUANC
1605,002103,ZSKTLHPZHH,招商康泰灵活配置混合,混合型,ZHAOSHANGKANGTAILINGHUOPEIZHIHUNHE
1606,002106,DBFXLHPZHHC,德邦福鑫灵活配置混合C,混合型,DEBANGFUXINLINGHUOPEIZHIHUNHEC
1607,002109,BSYFCZ3GYDKZ,博时裕丰纯债3个月定开债,定开债券,BOSHIYUFENGCHUNZHAI3GEYUEDINGKAIZHAI
1608,002111,HBXQDHH,华宝新起点混合,混合型,HUABAOXINQIDIANHUNHE
1609,002112,DBXXJZLHPZHHC,德邦鑫星价值灵活配置混合C,混合型,DEBANGXINXINGJIAZHILINGHUOPEIZHIHUNHEC
1610,002116,GFAXHHA,广发安享混合A,混合型,GUANGFAANXIANGHUNHEA
1611,002117,GFAXHHC,广发安享混合C,混合型,GUANGFAANXIANGHUNHEC
1612,002118,GFAYHHA,广发安盈混合A,混合型,GUANGFAANYINGHUNHEA
1613,002119,GFAYHHC,广发安盈混合C,混合型,GUANGFAANYINGHUNHEC
1614,002120,GFAYHBHHA,广发安悦回报混合A,混合型,GUANGFAANYUEHUIBAOHUNHEA
1615,002121,GFHGSXQDGPA,广发沪港深新起点股票A,股票型,GUANGFAHUGANGSHENXINQIDIANGUPIAOA
1616,002123,BXRFWYZZ,北信瑞丰外延增长,混合型,BEIXINRUIFENGWAIYANZENGZHANG
1617,002124,GFXXCYHHA,广发新兴产业混合A,混合型,GUANGFAXINXINGCHANYEHUNHEA
1618,002125,GFXXCZHH,广发新兴成长混合,混合型,GUANGFAXINXINGCHENGZHANGHUNHE
1619,002128,GFXHCZDK,广发鑫惠纯债定开,定开债券,GUANGFAXINHUICHUNZHAIDINGKAI
1620,002132,GFXXHH,广发鑫享混合,混合型,GUANGFAXINXIANGHUNHE
1621,002133,GFXYHH,广发鑫益混合,混合型,GUANGFAXINYIHUNHE
1622,002134,GFXYHHA,广发鑫裕混合A,混合型,GUANGFAXINYUHUNHEA
1623,002135,GFXYHHA,广发鑫源混合A,混合型,GUANGFAXINYUANHUNHEA
1624,002136,GFXYHHC,广发鑫源混合C,混合型,GUANGFAXINYUANHUNHEC
1625,002137,NALXLHPZHH,诺安利鑫灵活配置混合,混合型,NUOANLIXINLINGHUOPEIZHIHUNHE
1626,002138,HDYTZQA,泓德裕泰债券A,债券型,HONGDEYUTAIZHAIQUANA
1627,002139,HDYTZQC,泓德裕泰债券C,债券型,HONGDEYUTAIZHAIQUANC
1628,002140,BSYCCZZQ,博时裕诚纯债债券,债券型,BOSHIYUCHENGCHUNZHAIZHAIQUAN
1629,002142,BSWYZZZTLHPZHH,博时外延增长主题灵活配置混合,混合型,BOSHIWAIYANZENGZHANGZHUTILINGHUOPEIZHIHUNHE
1630,002143,BSYK3GYDKZ,博时裕坤3个月定开债,定开债券,BOSHIYUKUN3GEYUEDINGKAIZHAI
1631,002144,HAXYXLHPZHHC,华安新优选灵活配置混合C,混合型,HUAANXINYOUXUANLINGHUOPEIZHIHUNHEC
1632,002145,NAJXLHPZHH,诺安景鑫灵活配置混合,混合型,NUOANJINGXINLINGHUOPEIZHIHUNHE
1633,002146,CAXYZQHHA,长安鑫益增强混合A,混合型,CHANGANXINYIZENGQIANGHUNHEA
1634,002147,CAXYZQHHC,长安鑫益增强混合C,混合型,CHANGANXINYIZENGQIANGHUNHEC
1635,002148,GSABWHHH,国寿安保稳惠混合,混合型,GUOSHOUANBAOWENHUIHUNHE
1636,002149,JSXYXHH,嘉实新优选混合,混合型,JIASHIXINYOUXUANHUNHE
1637,002152,HBHXYSHH,华宝核心优势混合,混合型,HUABAOHEXINYOUSHIHUNHE
1638,002155,GJXRLHPZHH,国金鑫瑞灵活配置混合,混合型,GUOJINXINRUILINGHUOPEIZHIHUNHE
1639,002156,CSSSHHA,长盛盛世混合A,混合型,CHANGSHENGSHENGSHIHUNHEA
1640,002157,CSSSHHC,长盛盛世混合C,混合型,CHANGSHENGSHENGSHIHUNHEC
1641,002158,HTFAXZXHHC,汇添富安鑫智选混合C,混合型,HUITIANFUANXINZHIXUANHUNHEC
1642,002159,DWGQGGZTLHPZHHA,东吴国企改革主题灵活配置混合A,混合型,DONGWUGUOQIGAIGEZHUTILINGHUOPEIZHIHUNHEA
1643,002160,NFQDHH,南方驱动混合,混合型,NANFANGQUDONGHUNHE
1644,002161,YHWWHLLHPZHH,银华万物互联灵活配置混合,混合型,YINHUAWANWUHULIANLINGHUOPEIZHIHUNHE
1645,002162,DFXJZHHC,东方新价值混合C,混合型,DONGFANGXINJIAZHIHUNHEC
1646,002163,DFHXLHPZHHC,东方惠新灵活配置混合C,混合型,DONGFANGHUIXINLINGHUOPEIZHIHUNHEC
1647,002164,HTFXRJXHHC,汇添富新睿精选混合C,混合型,HUITIANFUXINRUIJINGXUANHUNHEC
1648,002165,HTFDXHHC,汇添富达欣混合C,混合型,HUITIANFUDAXINHUNHEC
1649,002166,HXYFHHC,华夏永福混合C,混合型,HUAXIAYONGFUHUNHEC
1650,002167,NFSKHH,南方顺康混合,混合型,NANFANGSHUNKANGHUNHE
1651,002168,JSZNQCGP,嘉实智能汽车股票,股票型,JIASHIZHINENGQICHEGUPIAO
1652,002169,YYWYZQ,永赢稳益债券,债券型,YONGYINGWENYIZHAIQUAN
1653,002170,DWYDHLHHC,东吴移动互联混合C,混合型,DONGWUYIDONGHULIANHUNHEC
